text,sentiment
"Pengiriman sedikit lambat mybe covid 19 nilai bagus untuk uang, barang ok la tidak ada .. terima kasih penjual ????......................... ............",positive
Ada 2 leher tinggi ganda,neutral
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
quality barang jelek baut lepas terus,negative
Standar Kualitas Produk.,neutral
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
Pesennya M incoming L,neutral
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Cacat Mulut Gaada yang Baik, Pengepakan Rapi dan Pengiriman Cepat",positive
"Tidak ada noda bajunya, jd kecil kotor",negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
"Produk khusus, kemasan cepat dan aman, pengiriman juga cepat",positive
Waduh.langgannan sy br Komplen berantakan.padahal first stitches x beli.klo Kex Gini can not LG langganan.jahitan not rapi.pdahal Bru message 1 hrus ny meticulous use right dropship..klo gakpa2 Andri ...,neutral
Dikurangi 2 bintang 1. Butuh waktu yang sangat lambat hingga 10 hari di Thailand.2. Tutupi tongkat analog di tepi kota hampir tidak digunakan sama sekali.,neutral
barang sesuai build qualitynya cukup oke respon seller jg cepat overall selalu puas belanja disini thx,positive
Menerima barang yang dikemas dalam tas.Kualitas sepertinya tidak bagus.,negative
"Tidak apa -apa tetapi dikurangi bintang satu di 19 cm tetapi mengirim 18 cm sangat kecewa karena tidak diserahkan kepadanya.Saya ingin lebih fokus pada pesanan itu diterima oleh pelanggan.Namun ini adalah flash cell, pelanggan mengharapkan produk yang sama.Setidaknya saya merasa bahwa pelanggan harus membayar ongkos kirim.",negative
"Bagus, keren tapi bukan material cintaku gtu .. Kirain Cotton",negative
sesuaiiiii sipp,positive
Pin jarum pesen 10 tetapi hanya ada 8 kali di cek lagi,neutral
Standar Kualitas Produk,neutral
"Kurang dari dua bintang, itu akan sangat lambat.Kotak masuk menambah kualitas tas tidak baik -baik saja.",negative
tidak panas waktu pemakaian compact ringkas dibawa,neutral
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
"Kecepatan pengiriman tidak cepat enam hari diterima (termasuk satu hari), untuk mengirim hadiah kecil adalah dua kartu nama semprotan parfum?(Label yang disebut, juga mensterilkan botol penjual lainnya), jadi berikan empat bintang di atas rasa hormat.Tetapi kemudian tidak diminta menjadi lima bintang, jadi saya pikir kita harus membantunya mengubah evaluasi pidato, tetapi jangan katakan demikian, selalu mengatakan dia serius, sudah waktunya untuk memberikan empat bintang?Biarkan saya merasa tidak nyaman ??merasa dilecehkan, jadi ingatlah untuk membeli lima bintang!Kecepatan umum kapal",negative
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
"Sangat kecewa... tidak memesan., Minta warna cokelat, bukan Kesem Lagi yang dikirim hitam ??Minta ukuran 40 yang mengirim ukuran kebesaran yang sama 41 ... alhasil suami baru dan saya .. kali ini berbelanja di shopee sangat kecewa ??????",negative
"Kualitas baik yang baik dari barang -barang yang dikirimkan Kecepatan CP Nilai ~ Pakai hari pertama kaki keringat akan memudar, disarankan untuk memakai kaus kaki yang tidak terlihat",positive
Sendiri telah menerima tetapi tidak puas dengan warna jelas buku merah mereka,negative
Obrolan panjang dan mengirim tanggapan,neutral
Kualitas Produk yang Baik Kecepatan pengiriman yang baik,positive
sperti bisa udh langganan,neutral
"Barang -barang hingga kondisi baik dengan pengiriman yang cukup baik, Admin mengatakan indentasi 7hari harus bekerja pada hari Sabtu dan Minggu tidak dihitung sehingga pelanggan tidak khawatir barang lama tiba di tujuan.Tapi terima kasih saya puas",positive
P coba barang baru yang cukup cepat pengiriman,positive
produk sesuai packing rapih minus di kurir instant yg udah pick up jam 11 siang tapi hilang bikin deg2an ntah kemana tanpa alasan begitu udah ajukan complain baru bis,neutral
awalnya coba2 beli merk ini tapi ternyata kulkasnya ga bagus pada saat proses pendinginan kompressornya suranya keras berisik sumpah ganggu banget,negative
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
Coklatny melted ..,neutral
Mengemas samar,neutral
"Ulasan liat di Google Packaging Mulut Kuda Kayak, Isi Asli GK Tau dari Baseball Apa",positive
"Dia mengatakan TP Think Engga ,,, cahaya dan ukuran juga salah.Minta l mengirim M. pengiriman terlalu lama bangettt",negative
Pengiriman cpt bgt n udh berlangganan di toko ini ????,neutral
adminnya ganti2 terus jd harus menjelaskan berulang2 gimmick dikirim lama dari wkt pembelian,negative
Sayangnya foto yang ditunjukkan oleh penjual berbeda dari barang yang diterima oleh saya.,negative
"Pengiriman barang cepat, barang bagus",positive
dari 4 lampuyg nyala cuma 3yg 1 nya matipadahal udah dijemur dulu sblm dipasang tadi siangkecewa ya,negative
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
Nilai Baik untuk Uang,positive
Kualitas produknya begitu-begitu.Butuh waktu lama untuk dikirim.,neutral
Standar Kualitas Produk Harga Produk Keduanya kecepatan yang baik ?? dari pengiriman apakah respons penjual tidak bagus,positive
"Pengiriman Cepat: Dua Hari Sampai Kanan: Sampai Pembeli yang Tepat Kelengkapan: Pesan Tidak Lengkap Harus 10 atau 1 Set Tidak Diizinkan per Bounty, Pesan TP Sendiri Dua set bahkan kurang dari 1 Bounty apa pun arti kru jerami jika tidak lengkap",neutral
Oke Lah Little Leak TP GPP,negative
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
Sampe TPI 2 minggu,neutral
Tunggu ongkos kirim selama hampir 3 minggu ..,neutral
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
Nilai Buruk untuk Uang Kualitas Buruk,negative
F7 ny bahwa sidik jarinya memiliki sidik jarinya saya gk di sana tetapi tidak ppa mksh,neutral
okblm dicobasller gercepsippppp,neutral
"Kira pke dus, was baseball, ?? UDH mh pesenan org aduhhh??",neutral
Mejo lama setelah Anda tidur.,neutral
untuk produk untung datang nya bagusuntuk pengemasan buruk bangetbsa di bilang nggak layakdan agak penyok kotak nyakayak bekas pakai,negative
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
Austria k banyak berpelukan dan sedikit lebih tipis,positive
"Oke kemeja warna berkualitas terlihat tua, sedikit kerontokan rambut",neutral
Kualitas produknya tidak bagus,negative
pengiriman nya cepet tapi packing nya gak aman banget soalnya cuman dipacking sama plastik tanpa bubble wrap maupun kardus tapi over all bagus sih ini juga dapet gratis dari tokopedia terimakasih tokopedia,positive
Semua barang tidak memuaskan hanya kemasan yang bagus semua barang kasi selebaran yang termasuk dalam kotak tidak ada gunanya menggunakan bungkus gelembung atau apa pun.Saya memesan semua penyok sabun.Pikiran saya akan menjual kembali barang -barang Sya ni mcmna tetapi saya ingin menjual barang jika merusak ta'izz.??,negative
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
kecilnya belokan,neutral
Lumayan .................................... .........,neutral
Mengemas Amburadul.cuma Senter Tidak Ada Di Sana Panjang Batrenya Pengirimannya ... Terima kasih Tuhan Hope of Hope TPI Tahan Tahan Tahan TPI,positive
"Saya meminta ukuran L, tetapi saya menerima XL sekarang",neutral
Ada 2 leher tinggi ganda,neutral
"Kasing Po Sya yang indah kurang dari 3 pcs UNG Order Q ,,, Saya harap saya mendapatkan lebih banyak un na po UNG dibayar q",negative
Tanam gambarnya tidak bagus ... tidak sesuai dengan contoh ..,negative
Barangnyaa baguuuuss but kebesarann Cepett delivery bangettt,neutral
"Ka itu bagus, tapi sayangnya kaus kaki tidak menggunakan paket ...",negative
Kualitas produk sangat buruk stasiunnya robek beberapa tempat tidak tahu penjual sebelum inspeksi pengiriman tidak lagi saya menerima pembayaran tetapi membeli SP dari toko adalah satu -satunya yang pernah memiliki ke -2,negative
"Sekarang Anda telah hilang.Itu berarti?Harga bagus, hanya beberapa baht.Saya pikir ini adalah layanan yang mengerikan.Jangan menambahkan teksnya untuk memberi tahu Anda bahwa saya belum, tetapi saya tidak akan peduli, tetapi tidak ada kekecewaan yang mengerikan tidak akan memesan ini lagi.",negative
"Paket Pesan 2, yang merupakan salah satu dari barang lama, cepat kedaluwarsa.Periode 1 tahun kedaluwarsa barang berbeda di yang pertama",neutral
kualitas bagus agak menyakitkan lng ako kcng karet,positive
tidak panas waktu pemakaian compact ringkas dibawa,neutral
"Terlihat bersih, pengemasannya bagus dan pengiriman juga normal, saya tidak bisa menggunakannya karena tidak muat di pipa tetapi terlihat bagus",positive
"Tidak ada noda bajunya, jd kecil kotor",negative
Ada 2 leher tinggi ganda,neutral
Punya kaca tempered.Kemasan yang sangat baik tetapi item itu tidak cocok untuk Oppo F7.Tampaknya layar saya lebih kecil kali ini karena bagian hitam luar terlalu tebal sehingga tidak diuraikan sebagai kesesuaian yang sempurna.Semoga ini bisa diganti.??,negative
Blm tau n penggunaannya tidak jelas,negative
"Pembayaran BRG 7/5 23/4 Posting Penjual, Balas Dhal Lihat LMBT Obrolan Online Sokmo Pesanan 1 & Terakhir Saya Dengan Penjual Ini P KPR Studi Pemasaran Taxable mengikuti penjual lain LG LG banyak pengikut pesanan byk tetapi ok JE Brg SMP N CPT Pelanggan dapat segera membalas.Bulan Puasa Pasien Ni Je La Seller Camni. Kesepakatan yang sangat buruk dengan layanan yang buruk",negative
"tonernya mengapa tidak kya toner2 produk lain produk lain ,, jika ada konten alkohol nya.kalo mah no ...",negative
Karna mengembalikan tidak ada mesin jahit sampai Skarang jadi 1 Aja ya ka ka,negative
Masi greatness to anaku,neutral
Standar Kualitas Produk,neutral
"Standar Kualitas Produk.Harga sesuai dengan produk, cukup lakukan Barang2.",neutral
"Aroma itu tidak tahan lama, dengan harga yang jauh lebih baik untuk membeli ramuan dipinggiran deh",positive
"Barang bagus, pengiriman 2 minggu, tapi sayangnya ada satu item yang tertinggal, dan tanggapannya adalah lamaaaaaaa semua.Tapi Alhamdulillah pengembalian dana",negative
Pengiriman terakhir!,neutral
mantap terima kasih seller order kemarin sore 24 jam sudah tiba k daerah garut barang sesuai deskripsi,positive
Kemasan produk sangat indah dan pasti toko sangat baik.,positive
terima kasih sudah sampai,positive
"Pengirimannya Cepat..Packing Clay Oke..hanya tanggal produksinya April 2019, kedaluwarsa Oktober 2020. Sudah lama menjadi stoknya di GaRang..Semoga konten masih baik -baik saja",positive
Ketidakpuasan seksual,negative
"Pengemasan tidak bagus, barang di kotaknya yang rusak",negative
TPI Mayanlah Tahan gores pecah Kont,negative
Oke Lah Little Leak TP GPP,negative
"Kurang dari dua bintang, itu akan sangat lambat.Kotak masuk menambah kualitas tas tidak baik -baik saja.",negative
Minus hanya overlay yang tersisa ok,positive
"Pengiriman normal, Ikuti sekitar 2 minggu kemasan sederhana, tidak benar -benar aman, bantalan mouse terlihat sangat murah, yeay u membelinya murah tapi terlihat lebih murah daripada harganya, jika tarif saya hanya memberikan 6/10, spons juga terasa bantalan mouse murah, bukan apa yang diharapkan",negative
"Kecil, tapi cukup bagus.",positive
Sangat nyaman ??harus mengambil.,neutral
Tapi izinkan saya mengemas potongan -potongan yang rusak yang 1 1 bintang karena tepi kotak.Produk ini tidak sesuai dengan uang karena saya meninggalkan tutupnya rapuh.Beberapa juga tidak ditutup.,negative
Harapan vs Realitas.:/,negative
barang sebenarnya sudah sampai tadi sore cuman baru ta unboxing dan mainkan malam ini sukaaa recommended ni toko,positive
"Lebih cepat mengirim barang ke luar negeri.Kualitas bagus, harga bagus",positive
"Pembeliannya, 5 toko rata -rata harus mengirimkan setidaknya menambah aroma lain.Di belakang toko membuat 5 keseluruhan merah muda rata -rata.Shop Ko bosan sangat fleksibel sama sekali.",neutral
"Bahan sangat bagus, penjual juga memberikan hadiah kecil namun, sedikit kompresi dada memakai",positive
"Oke jadi itu tidak akan disampaikan yang bijaksana, Kumpare namun kami bangau.??Semoga kehidupan seks Mainggig yang kita miliki!wahahahahah",positive
"Total harga tidak masalah dengan itu.Nilai wajar kualitas nilai wajar, kecepatan pengiriman jauh lebih baik daripada beberapa orang yang jauh lebih kecil.",positive
Produk bagus tapi ukurannya salah,negative
"Item sesuai dengan gambar tetapi warna yang bertanya tidak ada di sana, menggantikan warna lain tanpa konfirmasi.",neutral
"3 bintang karena layanan pelanggan perlu meningkat, produk tidak masalah ..",positive
informasi ttg pengiriman dan estimasi wkt penerimaan barang tidak tepat pemberi harapan palsu saya sdh pilih instant same day ternyata malah tidak bisa same day sama s,negative
Barang yang dikemas dengan baik dikirim dengan cepat,neutral
AwmuwjejejejejejrKrmr,neutral
"Saya suka di semua produknya.Baru kemarin saya membeli dukungan lutut pemasangan sempet yang bermasalah.Saya membeli 2 tetapi hanya mengirim satu.Mungkin satu di karyawannya tetapi saya tidak mengobrol sebagai balasan, pria itu membuat saya sedikit kecewa.Dana saya telah dikembalikan dan saya secara keseluruhan puas.",positive
Produknya tidak persis sama dengan diet yang sedikit kecewa,negative
Miskin aksesorisnya lengkap kekurangan gimana coba nih seller,negative
Ok kualitas,positive
in syaa allah aman,neutral
Goods-to-order goods baik..tp work not done until BRP jam..barang know resistance durable ringan..semoga,neutral
"Penyesalan sangat biru datang ini.Dengan warna yang berbeda untuk membuat seseorang memberi saya pernyataan warna yang sebenarnya secara bertahap.Pengiriman yang sangat lambat, seperti menunggu untuk mengetahui karena tidak menyimpan atau transportasi.Tapi terlalu lembut untuk memesan kain yang diikat.",neutral
"Gtau ori di ga. Tapi membuat yang sulit, Late2 .. Ga Ky D Tutorial YouTube Tutorial",negative
skibidi,neutral
Brg SDH diterima.ok,neutral
"Saya berimprovisasi saat satu penggemar.Tutup kipas saya, lakukan dengan benar bilah itu.Buang -buang waktu dan uang, jadi saya baru saja kembali, hanya bekerja.Yang lain, saya na.try d.Kemasan Standar",positive
"Ham murah sehingga mereka menerima, baunya sangat hangat, kain yang diberi makan, paket nilon harus dipotong untuk mendapatkan barang secara tidak sengaja memotong ke dalam robekan selalu.Down 1 Star karena toko revaluasi.Dana peringkat 3-bintang sebagai toko pengemasan dengan ceroboh.H Sikap yang lebih benar harus berhenti melebih -lebihkan.Barang dagang tidak dibayar bahkan sikap yang berlebihan tajam",negative
Harga yang cocok ... pngiman cpt mntapp,neutral
"Waktu pengiriman, bukan respons penjualan",neutral
Barang tiba tetapi tidak puas karena ada kerusakan pada dispenser penutup bagaimana tanggung jawab penjual akan dipertukarkan?TRM KSH,negative
"Pesen biru dan merah muda, yang datang dalam smua putih.Yang lebih buruk, tidak ada salah satu dari baling -baling anginnya ,, tidak ada yang diubah!Klo menjual di cek Dolo Donk ..",negative
"Harga yang sesuai, penutup dompet terlalu tipis sehingga kliatan default ,,,, Lemes plastik dibuat tipis masuk ke kartu jg",neutral
Sedikit lebih murah.Penutup belakang biasanya 50K.,neutral
"Yang mana yang bertanggung jawab jika Brg dikirim lebih sedikit atau tidak ada yang akan di -refound, tanggapannya yang sebenarnya, Gk I Blnja lbih setngah Juta yah 2 paket slah semua, con dasar con dasar",negative
Pengiriman cepat berkualitas baik sayangnya tidak sesuai dengan sampel,positive
nggak recomended saya sdh tes wtnya katany jarak 1km ini 100 meter saja sdh gangguan,negative
"Waktu dicuci pertama FADE BGT, untuk MDH2 lebih lanjut tidak.Kancing lebih sedikit krn untuk menyusui",neutral
GABISA sebagian tidak dapat dibaca karena printan ga jelas hilang hilang,negative
"Standar Kualitas Produk.Harga Produk Standar Respons .. Penjual yang Baik, Cepat .. Kecepatan pengiriman bagus.Hny SJ, dalam deskripsi Tertulia gracella ceruti, dalam deskripsi material, bahan -bahannya Wolfis, ternyata bahan yang diterima Balotelly ??.Trmksh arbain97",positive
